Utilisateur,Role,Departement,DateHeure,IPSource,Localisation,Resultat
sheila14,Employé,Comptabilité,2025-05-16 05:19:43.269368,171.6.86.161,Brésil,succès
lbyrd,Développeur,Ventes,2025-05-16 05:24:24.943224,170.92.121.64,Allemagne,succès
bryantlaurie,Manager,IT,2025-05-16 06:40:19.145819,208.162.219.19,Allemagne,échec
brownjessica,Support IT,IT,2025-05-16 07:03:30.595084,221.176.81.197,USA,succès
davidalvarez,Employé,Logistique,2025-05-16 07:13:07.963746,90.74.1.15,Espagne,succès
glee,Employé,Logistique,2025-05-16 07:40:51.100084,36.238.62.181,USA,succès
elizabeth56,Développeur,Production,2025-05-16 08:36:30.122258,167.15.250.178,Allemagne,succès
ibrandt,Développeur,Production,2025-05-16 09:12:43.126946,191.72.38.63,Allemagne,échec
wcole,Employé,Marketing,2025-05-16 09:24:56.049524,185.96.23.96,Brésil,succès
gibsonolivia,Stagiaire,Marketing,2025-05-16 09:37:00.891979,171.14.121.213,Espagne,succès
garzaanthony,Employé,Marketing,2025-05-16 10:11:29.655238,162.33.13.130,USA,succès
robinsonwilliam,Stagiaire,Production,2025-05-16 10:32:05.000357,6.226.93.246,Japon,succès
jacqueline19,Employé,Comptabilité,2025-05-16 11:01:48.723179,86.174.176.210,Espagne,succès
samuel81,Stagiaire,RH,2025-05-16 11:53:35.830069,159.248.27.250,Canada,succès
amandasanchez,Manager,Ventes,2025-05-16 12:12:18.157989,196.164.49.16,France,échec
kayla51,Admin système,Logistique,2025-05-16 13:01:40.586433,149.221.170.69,Unknown,succès
perezrebecca,Employé,Marketing,2025-05-16 13:55:05.656790,63.104.227.223,Brésil,échec
evan78,Stagiaire,Ventes,2025-05-16 14:21:16.695416,220.216.16.254,Allemagne,succès
jeffrey28,Stagiaire,Ventes,2025-05-16 14:47:05.011432,26.99.157.87,Espagne,échec
esanchez,Support IT,Ventes,2025-05-16 15:27:47.727829,151.162.141.114,Canada,échec
josephflores,Stagiaire,Marketing,2025-05-16 17:00:33.453029,201.4.64.95,Italie,succès
maryramirez,Employé,Ventes,2025-05-16 17:19:40.275318,87.246.55.85,Italie,succès
glee,Employé,Logistique,2025-05-16 18:10:27.440802,217.52.66.149,Japon,succès
richarddavid,Admin système,Production,2025-05-16 20:28:12.459421,195.89.124.82,Japon,succès
kimberly69,Stagiaire,RH,2025-05-16 21:41:40.477814,200.122.116.37,Unknown,échec
gabriellecameron,Support IT,Ventes,2025-05-16 21:46:20.953767,129.60.166.123,Brésil,échec
evelynestrada,Stagiaire,IT,2025-05-16 22:25:14.009171,166.83.216.1,Italie,succès
steven17,Support IT,Production,2025-05-16 23:06:33.261152,107.191.149.135,France,succès
hshaw,Manager,IT,2025-05-16 23:17:29.556534,218.46.110.196,Allemagne,échec
ybailey,Employé,IT,2025-05-16 23:30:52.211489,152.167.59.66,Japon,succès
maryramirez,Employé,Ventes,2025-05-17 01:16:31.000355,191.241.105.243,Allemagne,succès
amydavenport,Développeur,Marketing,2025-05-17 02:05:24.083746,161.120.100.60,France,échec
gabriellecameron,Support IT,Ventes,2025-05-17 03:19:57.439268,135.31.45.187,Japon,succès
jason99,Admin système,Marketing,2025-05-17 04:00:33.992692,173.193.232.50,Allemagne,succès
osbornejeffery,Développeur,Logistique,2025-05-17 04:16:03.480353,136.59.141.224,USA,succès
chad34,Stagiaire,RH,2025-05-17 04:20:28.576113,174.101.174.189,Japon,succès
ryan70,Employé,Comptabilité,2025-05-17 05:29:18.551578,222.171.157.197,Japon,succès
samuel81,Stagiaire,RH,2025-05-17 05:50:56.625333,188.45.75.247,Italie,succès
hhoffman,Manager,Marketing,2025-05-17 05:56:06.489612,96.40.94.194,Espagne,succès
robinsonwilliam,Stagiaire,Production,2025-05-17 09:35:53.541674,195.245.164.165,USA,succès
novaksara,Support IT,RH,2025-05-17 10:26:23.070329,210.194.149.6,France,succès
smithkellie,Support IT,Comptabilité,2025-05-17 11:42:49.661282,158.171.15.244,Canada,succès
brownjessica,Support IT,IT,2025-05-17 13:42:37.540211,213.196.110.8,Espagne,succès
robinsonwilliam,Stagiaire,Production,2025-05-17 13:46:18.348461,204.205.13.22,Canada,succès
jasminebrown,Stagiaire,Comptabilité,2025-05-17 14:22:26.682032,130.196.8.81,Brésil,succès
mitchellclark,Employé,Logistique,2025-05-17 15:06:52.379363,220.65.76.21,Japon,succès
ycarlson,Manager,IT,2025-05-17 15:33:51.654652,155.92.132.183,France,échec
caseyjones,Développeur,Marketing,2025-05-17 16:23:24.340656,221.38.70.47,Unknown,succès
ddavis,Support IT,Production,2025-05-17 16:28:57.889058,157.62.79.69,Japon,succès
ilewis,Développeur,RH,2025-05-17 17:20:02.692746,96.77.230.239,Espagne,échec
sara74,Employé,RH,2025-05-17 17:39:33.580802,208.230.16.42,Canada,succès
amandasanchez,Manager,Ventes,2025-05-17 17:40:42.686002,32.187.87.69,Japon,succès
mlam,Admin système,RH,2025-05-17 18:20:27.605736,210.147.57.255,Brésil,succès
hernandezernest,Développeur,Logistique,2025-05-17 18:29:43.227196,3.218.85.204,Canada,succès
russellwilliams,Développeur,RH,2025-05-17 19:03:57.840593,175.39.95.110,Espagne,succès
ryan70,Employé,Comptabilité,2025-05-17 20:39:47.935751,160.164.86.235,Canada,échec
beverlyterrell,Manager,RH,2025-05-17 20:59:51.854213,205.166.54.177,Espagne,succès
gabrieltucker,Manager,Comptabilité,2025-05-17 22:24:05.433605,192.99.140.222,Allemagne,succès
brianromero,Employé,Comptabilité,2025-05-17 22:51:14.072897,222.190.146.10,Japon,échec
jrivas,Support IT,RH,2025-05-17 23:00:59.166598,214.107.11.191,Italie,succès
hshaw,Manager,IT,2025-05-18 00:28:32.947718,157.242.79.231,Unknown,succès
josephjacobs,Employé,Comptabilité,2025-05-18 00:55:04.885570,150.167.191.191,Brésil,succès
theresacochran,Manager,RH,2025-05-18 00:59:59.772541,85.147.77.173,USA,succès
michellebarrera,Stagiaire,Marketing,2025-05-18 01:21:46.278039,200.36.233.116,Japon,échec
maryramirez,Employé,Ventes,2025-05-18 03:07:05.673447,187.253.197.121,Unknown,succès
glee,Employé,Logistique,2025-05-18 03:39:29.697679,4.175.203.23,Brésil,succès
sarayoung,Support IT,Ventes,2025-05-18 05:38:58.097755,138.83.233.82,Unknown,succès
russellwilliams,Développeur,RH,2025-05-18 06:07:53.367566,184.241.180.220,Japon,succès
smithkellie,Support IT,Comptabilité,2025-05-18 08:02:24.771145,195.214.234.23,Allemagne,succès
harrellkenneth,Stagiaire,Logistique,2025-05-18 08:17:04.018648,176.80.8.77,Canada,échec
hickmannatasha,Admin système,Production,2025-05-18 08:44:51.781212,131.150.145.212,Allemagne,succès
janetwilliams,Employé,Comptabilité,2025-05-18 10:02:16.398880,157.81.150.161,France,succès
jeffrey28,Stagiaire,Ventes,2025-05-18 10:37:58.464950,83.241.58.51,Canada,succès
kimberly63,Admin système,Production,2025-05-18 11:49:49.108872,214.139.29.55,Canada,succès
teresa28,Manager,Ventes,2025-05-18 12:11:25.989533,132.202.116.232,USA,succès
vmerritt,Développeur,Comptabilité,2025-05-18 12:51:11.180543,143.45.33.32,USA,succès
esanchez,Support IT,Ventes,2025-05-18 14:01:22.762025,91.29.230.121,Espagne,succès
samuel81,Stagiaire,RH,2025-05-18 14:13:23.292275,218.202.122.54,Japon,échec
georgetracy,Admin système,Production,2025-05-18 14:31:22.106022,216.77.100.70,USA,succès
ybailey,Employé,IT,2025-05-18 16:12:49.172054,49.223.171.3,Unknown,succès
kimberly63,Admin système,Production,2025-05-18 16:26:52.984298,191.163.166.146,France,échec
lbyrd,Développeur,Ventes,2025-05-18 17:30:39.742378,137.63.124.150,Canada,succès
michellejames,Développeur,Logistique,2025-05-18 17:56:25.444412,144.39.188.116,Allemagne,succès
adrianzimmerman,Admin système,Ventes,2025-05-18 19:03:15.502072,112.73.97.121,France,succès
cheryl80,Stagiaire,Comptabilité,2025-05-18 19:30:18.445298,204.148.200.88,Canada,échec
ryan70,Employé,Comptabilité,2025-05-18 20:32:25.042139,147.229.215.12,Italie,succès
waltersmaria,Manager,Comptabilité,2025-05-18 21:49:00.601130,210.211.42.47,USA,succès
stephen10,Admin système,Production,2025-05-18 22:10:24.722955,180.152.195.242,Italie,succès
waltersmaria,Manager,Comptabilité,2025-05-18 23:18:54.071890,90.187.72.22,Espagne,succès
tanyariley,Admin système,Logistique,2025-05-18 23:51:09.822674,20.196.146.53,Brésil,échec
sjones,Manager,Marketing,2025-05-19 00:56:21.252826,208.157.98.210,Espagne,succès
darrell18,Stagiaire,IT,2025-05-19 01:43:51.245463,43.82.203.4,Italie,succès
cindy14,Développeur,RH,2025-05-19 02:11:09.120838,218.110.79.114,Espagne,succès
johnsonjoshua,Stagiaire,RH,2025-05-19 03:45:02.278871,110.206.185.217,Canada,succès
kimberly63,Admin système,Production,2025-05-19 04:35:25.753397,161.73.107.169,USA,succès
rodriguezryan,Support IT,IT,2025-05-19 04:53:08.272302,34.1.252.8,France,succès
sanchezthomas,Admin système,Production,2025-05-19 05:41:49.982469,47.6.121.199,USA,échec
donnacampbell,Stagiaire,IT,2025-05-19 09:13:43.948895,42.139.66.4,Canada,succès
steven73,Manager,IT,2025-05-19 09:35:06.769627,197.236.132.8,Japon,succès
landryhannah,Manager,Production,2025-05-19 10:41:02.176512,79.251.2.141,USA,échec
dcarlson,Développeur,Production,2025-05-19 11:20:46.269736,146.1.239.132,Japon,succès
russellwilliams,Développeur,RH,2025-05-19 11:43:38.128914,203.163.89.95,Allemagne,échec
rsims,Employé,Marketing,2025-05-19 12:11:45.225122,199.250.92.251,Italie,succès
sanchezthomas,Admin système,Production,2025-05-19 12:41:12.196684,213.86.19.115,Italie,succès
jennifercruz,Support IT,IT,2025-05-19 13:09:41.409842,207.149.140.8,Japon,succès
nicholasgalloway,Employé,Logistique,2025-05-19 13:48:52.296701,96.95.13.233,Canada,succès
angela36,Stagiaire,IT,2025-05-19 14:16:57.486228,55.193.240.105,Unknown,succès
adkinsbrian,Employé,IT,2025-05-19 15:18:53.732702,121.14.62.131,Espagne,succès
sjones,Manager,Marketing,2025-05-19 15:25:54.440384,142.6.118.196,Espagne,échec
hickmannatasha,Admin système,Production,2025-05-19 15:37:47.295524,220.135.227.16,USA,succès
dking,Stagiaire,Marketing,2025-05-19 15:45:46.721902,217.76.102.195,Canada,succès
steven17,Support IT,Production,2025-05-19 16:30:51.972704,149.136.235.103,Canada,succès
vjohnson,Stagiaire,Production,2025-05-19 17:42:12.749889,87.168.57.235,Italie,succès
uhorton,Stagiaire,Logistique,2025-05-19 17:48:16.523991,18.115.154.86,Brésil,échec
jeffrey28,Stagiaire,Ventes,2025-05-19 17:58:01.728280,193.185.171.183,Italie,succès
abrown,Support IT,Comptabilité,2025-05-19 18:34:26.639636,169.137.244.73,Unknown,succès
jennifercruz,Support IT,IT,2025-05-19 19:00:05.834810,217.73.152.18,Espagne,succès
jeffreykeller,Admin système,RH,2025-05-19 19:12:56.396805,193.63.143.84,USA,succès
bethwilliams,Développeur,IT,2025-05-19 19:16:27.601327,137.143.129.156,France,succès
ybailey,Employé,IT,2025-05-19 19:31:20.231430,157.51.42.49,Italie,succès
robinsonwilliam,Stagiaire,Production,2025-05-19 21:16:26.847798,157.53.34.59,Japon,échec
bethwilliams,Développeur,IT,2025-05-19 21:28:54.186876,191.162.4.175,Canada,succès
amydavenport,Développeur,Marketing,2025-05-19 21:49:09.541514,205.188.220.192,Canada,succès
ddavis,Support IT,Production,2025-05-19 22:51:46.800601,22.241.204.162,Italie,succès
khowell,Admin système,Marketing,2025-05-19 23:12:10.878442,203.191.16.20,Japon,succès
kimberly69,Stagiaire,RH,2025-05-19 23:59:12.446765,202.106.19.96,Canada,échec
ericfarmer,Développeur,Comptabilité,2025-05-20 00:01:16.778509,212.179.41.34,Brésil,succès
osbornejeffery,Développeur,Logistique,2025-05-20 00:01:26.793767,197.200.122.94,France,succès
ibrandt,Développeur,Production,2025-05-20 01:48:08.248796,80.180.8.105,Unknown,succès
bradley60,Manager,Logistique,2025-05-20 02:00:16.317605,47.86.91.222,Canada,échec
brownjessica,Support IT,IT,2025-05-20 03:37:13.420212,223.6.226.124,Brésil,succès
beverlyterrell,Manager,RH,2025-05-20 03:48:27.289456,217.139.19.81,Canada,succès
ycarlson,Manager,IT,2025-05-20 04:36:39.994479,159.235.116.47,USA,échec
emurphy,Développeur,RH,2025-05-20 05:57:04.450966,33.77.152.233,France,succès
dcarlson,Développeur,Production,2025-05-20 06:04:34.718799,148.3.100.169,Japon,succès
wcole,Employé,Marketing,2025-05-20 06:20:25.360777,36.133.219.179,Unknown,succès
vjohnson,Stagiaire,Production,2025-05-20 06:54:14.827979,161.68.230.61,Japon,succès
mikemoore,Admin système,Logistique,2025-05-20 07:15:28.829845,99.150.252.175,Canada,succès
landryhannah,Manager,Production,2025-05-20 07:40:46.496091,104.102.55.228,Canada,succès
taylorjesse,Manager,Logistique,2025-05-20 08:13:28.344425,128.242.181.150,Allemagne,succès
staffordmichelle,Support IT,Marketing,2025-05-20 08:33:27.396409,167.67.84.56,Japon,succès
gibsonolivia,Stagiaire,Marketing,2025-05-20 10:01:57.772997,169.30.102.251,Espagne,échec
rachel05,Admin système,IT,2025-05-20 10:19:01.157381,176.146.176.139,Italie,succès
spenceamanda,Admin système,Ventes,2025-05-20 11:53:43.008077,138.163.69.172,Allemagne,succès
lrobinson,Manager,Production,2025-05-20 12:16:22.392422,128.45.209.19,Italie,échec
jenniferross,Employé,Logistique,2025-05-20 12:18:43.095253,131.162.33.51,Canada,succès
johnsonjoshua,Stagiaire,RH,2025-05-20 13:39:13.728401,218.105.87.30,Japon,succès
dcarlson,Développeur,Production,2025-05-20 13:43:21.535908,196.164.78.102,France,succès
mlam,Admin système,RH,2025-05-20 13:53:40.047194,25.106.131.21,Allemagne,succès
jason99,Admin système,Marketing,2025-05-20 13:54:38.945074,208.231.135.103,Unknown,succès
samuel81,Stagiaire,RH,2025-05-20 15:14:51.868043,193.113.124.95,Allemagne,échec
josephflores,Stagiaire,Marketing,2025-05-20 15:21:43.875190,122.201.226.185,USA,succès
esanchez,Support IT,Ventes,2025-05-20 16:08:57.460254,149.123.213.200,Unknown,succès
brownjessica,Support IT,IT,2025-05-20 16:24:37.623069,207.14.95.249,Brésil,échec
barnesbrandy,Stagiaire,Ventes,2025-05-20 16:35:57.223616,195.157.224.221,Japon,succès
lisa02,Manager,Ventes,2025-05-20 17:05:05.514415,98.112.227.107,Allemagne,succès
smithkellie,Support IT,Comptabilité,2025-05-20 17:48:37.269995,171.245.140.59,Allemagne,succès
hhoffman,Manager,Marketing,2025-05-20 18:04:01.309662,139.142.108.211,Brésil,succès
sarah35,Admin système,Production,2025-05-20 18:07:29.504130,199.40.185.38,Japon,succès
pwilliams,Admin système,Marketing,2025-05-20 21:22:47.223758,124.48.19.150,Allemagne,succès
bradley60,Manager,Logistique,2025-05-20 21:26:54.541601,85.71.56.94,Espagne,échec
wcole,Employé,Marketing,2025-05-20 22:32:49.219276,139.246.85.223,Unknown,succès
maria95,Support IT,RH,2025-05-21 02:26:10.384237,210.166.3.52,Canada,succès
teresa28,Manager,Ventes,2025-05-21 03:15:50.056019,121.208.182.12,Brésil,succès
tasha01,Support IT,RH,2025-05-21 05:50:05.043741,87.14.240.249,Canada,succès
jasminebrown,Stagiaire,Comptabilité,2025-05-21 06:25:02.943024,33.239.198.238,USA,succès
cassandra07,Stagiaire,Comptabilité,2025-05-21 07:03:53.562757,14.50.158.94,Espagne,succès
pwilliams,Admin système,Marketing,2025-05-21 07:19:05.645330,188.176.174.112,USA,succès
drivera,Développeur,RH,2025-05-21 09:26:24.638942,222.43.41.34,USA,échec
jamesmichael,Employé,RH,2025-05-21 10:55:19.434928,222.204.255.1,USA,succès
wrightjames,Admin système,RH,2025-05-21 11:14:00.594161,192.254.95.251,Italie,succès
michellebarrera,Stagiaire,Marketing,2025-05-21 11:45:09.780551,202.107.237.89,Canada,succès
glee,Employé,Logistique,2025-05-21 12:13:31.980559,145.79.247.88,Unknown,succès
rodriguezryan,Support IT,IT,2025-05-21 12:18:31.747492,213.36.29.114,Allemagne,succès
jrivas,Support IT,RH,2025-05-21 13:14:13.798079,170.190.166.20,Espagne,succès
hickmannatasha,Admin système,Production,2025-05-21 13:53:36.799538,106.225.189.116,Italie,succès
amydavenport,Développeur,Marketing,2025-05-21 14:39:02.424424,204.29.198.46,Espagne,succès
elizabeth56,Développeur,Production,2025-05-21 15:33:53.373822,84.59.150.138,Canada,succès
ddavis,Support IT,Production,2025-05-21 15:35:12.516517,207.242.167.56,USA,succès
cassandra07,Stagiaire,Comptabilité,2025-05-21 15:46:46.829661,202.201.196.133,Canada,succès
josephjacobs,Employé,Comptabilité,2025-05-21 16:02:11.432749,190.241.234.131,Espagne,succès
xreid,Employé,Ventes,2025-05-21 16:34:44.058469,122.87.11.133,Espagne,succès
uhorton,Stagiaire,Logistique,2025-05-21 16:47:33.226530,218.48.172.131,Allemagne,échec
susanrogers,Stagiaire,Logistique,2025-05-21 16:52:54.937493,55.29.236.179,Brésil,succès
tanyariley,Admin système,Logistique,2025-05-21 18:04:42.812082,214.119.67.75,Japon,succès
amandasanchez,Manager,Ventes,2025-05-21 18:10:52.411287,105.183.128.237,Italie,échec
michellebarrera,Stagiaire,Marketing,2025-05-21 18:43:30.526984,191.29.30.191,Japon,succès
robinsonwilliam,Stagiaire,Production,2025-05-21 21:02:00.953663,15.75.120.11,Japon,succès
josephanderson,Manager,Logistique,2025-05-21 21:03:48.448797,201.158.128.75,Canada,succès
barnesbrandy,Stagiaire,Ventes,2025-05-21 21:21:12.180706,156.19.34.159,Italie,échec
james48,Support IT,Ventes,2025-05-21 22:45:45.192174,138.247.48.245,France,succès
ibrandt,Développeur,Production,2025-05-21 23:47:01.134810,188.141.171.147,Japon,succès
jpeterson,Manager,Production,2025-05-21 23:53:55.204258,222.158.229.179,Italie,succès
jason76,Support IT,Marketing,2025-05-21 23:59:53.199821,5.190.237.12,USA,échec
bradley60,Manager,Logistique,2025-05-22 00:05:47.841741,195.179.201.178,France,échec
garzaanthony,Employé,Marketing,2025-05-22 00:25:08.582389,15.91.52.187,Espagne,succès
chad34,Stagiaire,RH,2025-05-22 00:38:40.136761,111.252.75.211,Espagne,succès
theresacochran,Manager,RH,2025-05-22 01:04:53.134988,208.200.207.55,USA,succès
chad34,Stagiaire,RH,2025-05-22 01:18:10.856176,195.79.21.17,Espagne,échec
mlam,Admin système,RH,2025-05-22 02:15:55.492346,74.81.157.142,Italie,succès
rsims,Employé,Marketing,2025-05-22 03:23:51.686443,66.247.179.38,Espagne,succès
taylorjesse,Manager,Logistique,2025-05-22 03:39:29.346770,74.220.221.191,Canada,échec
ithomas,Manager,RH,2025-05-22 04:05:26.305029,147.197.77.13,France,succès
clarence34,Support IT,Comptabilité,2025-05-22 05:07:29.672040,112.165.96.150,Espagne,échec
cassandra07,Stagiaire,Comptabilité,2025-05-22 05:50:46.420375,144.70.70.194,Espagne,échec
sarah12,Stagiaire,Comptabilité,2025-05-22 05:51:03.412871,20.186.192.40,Unknown,succès
beverlyterrell,Manager,RH,2025-05-22 06:01:08.235396,87.234.113.124,Japon,succès
lbyrd,Développeur,Ventes,2025-05-22 06:38:05.052580,213.233.21.205,Espagne,succès
jasminebrown,Stagiaire,Comptabilité,2025-05-22 07:06:13.845706,212.124.158.36,France,succès
michellebarrera,Stagiaire,Marketing,2025-05-22 08:11:04.526774,204.240.172.113,Espagne,succès
richarddavid,Admin système,Production,2025-05-22 08:22:16.434162,137.38.147.176,Brésil,succès
josephbrennan,Employé,IT,2025-05-22 08:33:47.892232,57.81.177.155,Espagne,succès
donnacampbell,Stagiaire,IT,2025-05-22 08:47:45.741075,196.182.150.163,Italie,échec
smithkellie,Support IT,Comptabilité,2025-05-22 11:51:35.274492,217.47.249.5,Espagne,succès
vjohnson,Stagiaire,Production,2025-05-22 12:21:20.848552,139.16.87.216,Japon,échec
sarah35,Admin système,Production,2025-05-22 13:41:03.602975,13.76.141.98,Brésil,succès
maria95,Support IT,RH,2025-05-22 13:45:52.511339,111.143.37.135,Unknown,succès
steven73,Manager,IT,2025-05-22 13:47:35.105413,169.100.208.131,Unknown,succès
hoffmanjennifer,Admin système,Marketing,2025-05-22 15:35:44.026987,146.48.132.220,Brésil,succès
dshields,Employé,Ventes,2025-05-22 15:41:15.377043,95.12.221.43,Italie,succès
jpeterson,Manager,Production,2025-05-22 16:01:01.531195,102.54.40.91,Espagne,succès
